"Data Source","World Development Indicators",

"Last Updated Date","2020-10-13",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Guinea-Bissau","GNB","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","78733594.8411852","78540057.1372471","87702828.5651641","89374237.2881356","98775328.9473684","108985740.155434","112386489.005677","114971207.205384","122666858.789625","118537875.133044","110653830.722704","154731969.69697","165523634.503718","163577538.326314","138478900.628609","143856253.127248","130225018.751151","173836362.010677","164458120.314176","213143016.443316","243961995.509785","257150374.069711","226313443.749086","236880821.656388","235620043.500927","253966922.278198","270419779.418107","268550998.219197","206457544.497703","224446663.800548","370173838.651652","392278168.199897","415843481.998691","476388260.639232","531109356.165462","586795675.416201","591839470.665059","695990208.376629","864654795.287148","826798659.766283","849050127.504407","1098379391.95039","989327811.785114","1045790132.98518","1053512334.17271","1047808175.00057","1178204501.38801","1346841897.00437","1458156026.13413","1340389410.76003","",
"Equatorial Guinea","GNQ","GDP (current US$)","NY.GDP.MKTP.CD","","","9122751.45318345","10840095.1283649","12712471.3960211","64748333.3333333","69110000","72317446.9327193","67514285.7142857","67225714.2857143","66331428.5714286","64946954.756798","65429198.238708","81203226.9138345","94159862.7073691","104295643.388437","103653049.93797","103987520.075827","","","50642880.7737503","36731422.8456914","44294647.733479","44442456.94764","50320914.4065688","62118564.8495425","76407396.7552964","93345847.7270323","100534663.294927","88265974.5843603","112119406.548331","110906032.075075","134707184.355541","136047896.155778","100807001.813926","141853368.256815","232463036.435759","442337849.474377","370687618.717326","621117885.668503","1045998496.43872","1461139022.02954","1806742742.27311","2484745935.09329","4410764338.66733","8217369092.65224","10086528698.8604","13071718758.7373","19749893536.3204","15027795173.2187","16314442183.3477","21357344847.4966","22388345810.2466","21948835350.3425","21765454404.421","13185496836.4124","11240809132.4145","12200914929.5961","13278488567.3058","11026774945.3415","",
"Greece","GRC","GDP (current US$)","NY.GDP.MKTP.CD","4335186016.83942","4961400439.31722","5213047711.42704","5895278024.09202","6669673257.1183","7689154053.35866","8591517943.60129","9275600800.35644","10090675902.5364","11615657031.2387","13139862500","14591755681.8182","16885506818.1818","22347844649.0219","25351305681.8182","28525872476.0893","31152840485.0746","36176233117.4838","44270203153.9889","54481875804.9678","56829663469.2246","52346507380.0738","54617991326.5306","49428872678.0186","48020024788.3918","47820850974.5867","56379593719.5716","65652751132.3603","76261278404.9964","79169043642.4675","97891090928.6328","105143232379.884","116224673042.546","108809058858.502","116601802106.742","136878366230.328","145861612825.595","143157600024.959","144428172835.236","142540728958.023","130133845771.144","136191353467.562","153830947016.751","201924270316.027","240521260988.329","247783001865.44","273317737046.795","318497936901.177","354460802548.704","330000252153.376","299361576558.217","287797822093.178","245670666639.047","239862011450.103","237029579260.722","196591353761.226","195222443512.937","203588424288.428","218138367444.99","209852761468.681","",
"Grenada","GRD","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","71494495.1851852","88322386.2962963","102244362.222222","110900457.037037","115651918.888889","125435590","131803552.222222","145533310.740741","167728455.185185","187589522.592593","215009569.62963","236357523.703704","267327642.222222","278098762.962963","300757888.888889","310160444.444444","309812185.185185","325111814.814815","342172518.518519","366911444.444444","392190592.592593","445903592.592593","482009370.37037","520044370.37037","520444185.185185","540336925.925926","591018407.407407","599118592.592593","695370296.296296","698700666.666667","758683592.592593","825976037.037037","771275555.555555","771013259.259259","778655925.925926","799882259.259259","842620111.111111","911497407.407407","997007925.925926","1061631222.22222","1125685185.18519","1168696296.2963","1228170370.37037","",
"Greenland","GRL","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","69520026.6666667","88570952.8688524","106101175.65798","140153748.243656","169918948.629182","211194305.702999","240780413.56493","282269373.001066","355989047.256374","420642463.409998","476055288.418886","435746974.759244","402405069.367769","416183706.943685","379371608.442925","412876071.118493","603015696.452849","787392365.831908","898611007.947709","929796722.387896","1018970364.86443","1016493394.8253","1037921836.9477","927219728.866886","1005879948.43254","1208946165.92889","1197509786.67632","1072147778.03013","1149862702.96084","1131561595.13775","1068030829.75591","1086172922.57413","1169138789.31435","1558753434.43083","1822486688.58807","1849805732.96203","2013099482.07439","2249811708.94796","2499107510.64122","2529948329.57153","2503156060.52524","2684467375.71479","2609667673.71601","2684952726.88425","2842048997.77283","2499115623.00272","2707146783.13056","2826651925.66902","3051626389.63671","","",
"Guatemala","GTM","GDP (current US$)","NY.GDP.MKTP.CD","1043599900","1076699900","1143600000","1262800000","1299099900","1331399900","1390700000","1453500000","1610500000","1715399900","1904000000","1984800000","2101300000","2569200100","3161499900","3645900000","4365300200","5480500200","6070600200","6902600200","7878700000","8607500300","8716999700","9050000400","9470000100","9721652086.95652","7231963515.98173","7084399840","7841602824.42748","8410724360.79546","7650125217.35253","9406097735.09117","10440842165.3193","11399942453.0646","12983235568.2292","14655404433.2771","15674835615.3139","17790026221.6139","19395491992.9939","18318412251.3642","19288827158.9035","18702802522.0777","20776403774.1156","21917430694.2538","23965275794.3749","27211377107.3763","30231249625.1282","34113107372.317","39136436613.7566","37733609794.6481","41338008612.7727","47654783851.8252","50388460924.7345","52996540576.3161","57852399834.4585","62186186575.7433","66053725049.0138","71612352781.0667","73118147808.2775","76710385879.6627","",
"Guam","GUM","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3385000000","3560000000","3857000000","4197000000","4213000000","4375000000","4621000000","4781000000","4895000000","4928000000","5199000000","5336000000","5538000000","5710000000","5795000000","5851000000","5920000000","","",
"Guyana","GUY","GDP (current US$)","NY.GDP.MKTP.CD","170215248.206265","185848451.262906","194948375.430205","175756868.692761","194773376.888526","213235294.117647","228705882.352941","250176470.588235","229750000","249300000","267800000","282050000","285380952.380952","307047619.047619","433954545.454545","494791666.666667","454440000","449880000","507080000","530440000","603200000","570357107.142857","482000000","489333333.333333","437631605.263158","453488372.093023","504651139.534884","354591846.938775","413799990","379779389.705882","396582263.291139","348533094.812165","373573141.486811","454101382.488479","540874934.201012","621626785.915493","705406001.424501","749138009.564539","717530683.169567","694754988.258295","712667896.727512","712167575.624277","726131434.715338","743064076.794566","787814379.183843","824880550.343965","1458453715.32702","1740180444.25731","1916994911.93238","2061323853.88576","2273225041.96217","2576024115.57832","2861562265.88301","2987684170.24434","3077643313.70623","3197220338.98305","3504024213.07506","3555205811.13802","3878662620.77146","4280443645.08393","",
"High income","HIC","GDP (current US$)","NY.GDP.MKTP.CD","1062841255613.64","1125064747153.2","1214480612662.96","1308294324785.5","1428026012877.62","1550776282590.97","1701211244525.96","1825253483719.7","1979351476517.46","2177693104838.47","2382925681304.62","2647308982085.04","3073816685261.99","3724834635671.24","4204597062753.04","4690397584634.83","5106642440339.84","5778863337661.51","6935085461274","8017295889160.63","8948925518127.28","9086058425168.62","9003971930145.05","9299199849628.21","9696993729154.61","10178830154610","12359504742290.9","14325823389851.8","16133498714538","16879250904213.1","18964597224757.9","20054715201421.7","21573674087398.6","21740911497201.9","23315815166096.3","25903475323364.1","26132383132344.3","25699869652339.7","25806187989200.7","27100440462059.2","27650310811176.9","27392186629403.3","28553666014520.7","32015279902474","35649531532874.5","37726793479405.5","39866458972498.5","43641142413545.1","46409039012453.7","43502046342155","45581239281131.1","49208839709264.5","49261358730060.9","49886090829430.6","50980841944333.5","48163901350791","49167135985982.8","51416068828736.8","54574650450669.1","55045371946278.3","",
"Hong Kong SAR, China","HKG","GDP (current US$)","NY.GDP.MKTP.CD","1320796651.69457","1383681651.13776","1612346412.26475","1935298266.45384","2206466461.26434","2435078534.03141","2489845016.64894","2692474989.12571","2716964388.42418","3189740055.13982","3800766535.62088","4476001946.01486","5710107420.14394","8030117555.62033","9388663645.7588","10048022369.9141","12876366008.8077","15719433719.4337","18315007365.9713","22526035940.5921","28861759209.0191","31055409443.043","32291306281.8168","29907091339.5364","33511383985.6741","35699543050.7778","41075570591.9291","50622571586.1149","59707404560.5944","68790369107.2962","76928290841.8701","88959620135.8864","104272278634.731","120353947980.764","135812069768.646","144652912433.103","159717233621.659","177352785419.977","168886163221.567","165768095391.557","171668164082.555","169403241524.337","166349228737.386","161384522525.299","169099768875.193","181570082162.19","193536265094.364","211597405593.868","219279678430.164","214046415026.187","228637697575.04","248513617677.287","262629441493.476","275696879834.966","291459356985.337","309383627028.561","320837638328.846","341244161576.759","361693053517.893","366029556273.051","",
"Honduras","HND","GDP (current US$)","NY.GDP.MKTP.CD","335650000","356200000","387750000","410200000","457000000","508650000","549950000","598100000","646800000","668000050","723000000","731000000","802999950","912499950","1034500000","1124000000","1347999950","1669499950","3097242093.22441","3544281976.29198","3968160045.98684","4043894878.58005","4266503525.61051","4476697184.85981","4915311846.48827","5278120712.5459","5677828958.90605","6190521241.46495","5902717091.54747","5432344901.77821","4923009551.51561","4648668478.56753","4943700431.07368","4926728932.95069","4642280682.14252","5347445005.21376","5215028986.48649","5737099650.19011","6366340265.87888","6414520529.61673","7103507989.05044","7565869927.73763","7775078402.92785","8140271080.5604","8772146604.82093","9672035709.39793","10841742347.7968","12275501784.2971","13789715132.502","14587496229.1811","15839344591.9842","17710315005.9999","18528601901.324","18499710127.8385","19756494434.7031","20979767785.2104","21717622071.3816","23136232229.6069","24024189735.8876","25095395475.0393","",
"Heavily indebted poor countries (HIPC)","HPC","GDP (current US$)","NY.GDP.MKTP.CD","17370230008.4029","17820394500.9461","19394369744.633","23398507853.7742","20904323820.568","24406875600.3463","26580627937.893","26032508155.2591","27558032272.0046","30674117822.0405","32098069784.1437","34588271622.2196","37552290555.6518","45348368515.4233","55598307703.6224","63265401145.1281","67509688137.0118","79089628884.9821","91105619665.8546","102047644870.288","108805146545.709","108681987331.821","108675501512.949","102975862452.517","102815271195.982","106933913082.338","122778776597.037","137858690456.63","138278948110.721","133402325520.096","137854651598.297","141365793668.677","129468926955.558","132991415526.864","117458262261.858","133800220256.996","140015352534.888","146354248792.137","153748363227.563","154604337280.491","165845045682.377","158455926496.232","170546596364.023","194279371270.081","223426619455.895","254281533220.085","302525382224.919","361529209808.908","436495207850.13","442164024077.597","486357214101.94","539280498561.783","569494977682.581","636629210098.96","672448574384.872","666053043404.399","662697580305.169","705521452844.014","745528727084.658","759266600603.65","",
"Croatia","HRV","GDP (current US$)","NY.GDP.MKTP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22417412250.5162","23710205734.0547","23854819335.779","25466974682.9475","23400452775.0046","21669183468.838","23179763831.4452","26815681491.9268","34686502609.9925","41594385429.9587","45386774692.3956","50454950478.0836","60182902955.1599","70288870869.6534","62666199344.4859","59807930156.4205","62354273096.4277","56494367810.1978","58056933513.2956","57642914303.6081","49530641704.2124","51596973258.8892","55319605060.5393","60991399904.4434","60415553038.8826","",
